measure_number	beat	offset	duration	notes
0	2.25	0.25	0.25	('D4',)
0	2.5	0.5	0.25	('D5',)
0	2.75	0.75	0.25	('A#4',)
1	1.0	1.0	0.25	('B4',)
1	1.25	1.25	0.25	('F#4',)
1	1.5	1.5	0.25	('G2', 'G4')
1	1.75	1.75	0.25	('G2', 'B2', 'G4')
1	2.0	2.0	0.25	('G2', 'B2', 'D3', 'G4')
1	2.25	2.25	0.25	('G2', 'B2', 'D3', 'D4')
1	2.5	2.5	0.25	('G2', 'B2', 'D3', 'D5')
1	2.75	2.75	0.25	('G2', 'B2', 'D3', 'A#4')
2	1.0	3.0	0.25	('B4',)
2	1.25	3.25	0.25	('F#4',)
2	1.5	3.5	0.25	('G3', 'G4')
2	1.75	3.75	0.25	('G3', 'B3', 'G4')
2	2.0	4.0	0.25	('G3', 'B3', 'D4', 'G4')
2	2.25	4.25	0.25	('G3', 'B3', 'D4', 'E4')
2	2.5	4.5	0.25	('G3', 'B3', 'D4', 'E5')
2	2.75	4.75	0.25	('G3', 'B3', 'D4', 'B4')
3	1.0	5.0	0.25	('C5',)
3	1.25	5.25	0.25	('G#4',)
3	1.5	5.5	0.25	('G2', 'A4')
3	1.75	5.75	0.25	('G2', 'C3', 'A4')
3	2.0	6.0	0.25	('G2', 'C3', 'E3', 'A4')
3	2.25	6.25	0.25	('G2', 'C3', 'E3', 'E4')
3	2.5	6.5	0.25	('G2', 'C3', 'E3', 'E5')
3	2.75	6.75	0.25	('G2', 'C3', 'E3', 'B4')
4	1.0	7.0	0.25	('C5',)
4	1.25	7.25	0.25	('G#4',)
4	1.5	7.5	0.25	('G3', 'A4')
4	1.75	7.75	0.25	('G3', 'C4', 'A4')
4	2.0	8.0	0.25	('G3', 'C4', 'E4', 'A4')
4	2.25	8.25	0.25	('G3', 'C4', 'E4', 'A4')
4	2.5	8.5	0.25	('G3', 'C4', 'E4', 'C6')
4	2.75	8.75	0.25	('G3', 'C4', 'E4', 'B5')
5	1.0	9.0	0.25	('A5',)
5	1.25	9.25	0.25	('F#3', 'A5')
5	1.5	9.5	0.25	('A3', 'A5')
5	1.75	9.75	0.25	('D4', 'G5')
5	2.0	10.0	0.25	('F#5',)
5	2.25	10.25	0.25	('D3', 'E5')
5	2.5	10.5	0.25	('A3', 'D5')
5	2.75	10.75	0.25	('C4', 'C5')
6	1.0	11.0	0.25	('C5', 'D5')
6	1.25	11.25	0.25	('G3', 'B4')
6	1.5	11.5	0.25	('B3', 'B4')
6	1.75	11.75	0.25	('D4', 'G5')
6	2.0	12.0	0.25	('G5',)
6	2.25	12.25	0.25	('C3', 'A4')
6	2.5	12.5	0.25	('E3', 'A4')
6	2.75	12.75	0.25	('A3', 'E5')
7	1.0	13.0	0.25	('E5',)
7	1.25	13.25	0.25	('D3', 'G4')
7	1.5	13.5	0.25	('G3', 'G4')
7	1.75	13.75	0.25	('B3', 'D5')
7	2.0	14.0	0.25	('D5',)
7	2.25	14.25	0.25	('D2', 'C4')
7	2.5	14.5	0.25	('A2', 'C4')
7	2.75	14.75	0.25	('D3', 'F#4')
8	1.0	15.0	0.25	('G2', 'B3', 'G4')
8	1.25	15.25	0.25	('B2', 'B3', 'G4')
8	1.5	15.5	0.25	('D3', 'B3', 'G4')
8	1.75	15.75	0.25	('B2', 'B3', 'G4')
8	2.0	16.0	0.25	('G2',)
8	2.25	16.25	0.25	('B2',)
8	2.5	16.5	0.25	('D3', 'D5')
8	2.75	16.75	0.25	('B2', 'D5')
9	1.0	17.0	0.25	('G2', 'D5')
9	1.25	17.25	0.25	('B2', 'D5')
9	1.5	17.5	0.25	('D3', 'D5')
9	1.75	17.75	0.25	('B2', 'D5')
9	2.0	18.0	0.25	('G2', 'D5')
9	2.25	18.25	0.25	('B2', 'D5')
9	2.5	18.5	1/10	('D3', 'D5')
9	13/5	93/5	1/10	('D3', 'D5', 'E5')
9	27/10	187/10	1/20	('D3', 'D5')
9	2.75	18.75	1/20	('B2', 'D5')
9	14/5	94/5	1/10	('B2', 'C#5', 'D5')
9	29/10	189/10	1/10	('B2', 'D5')
10	1.0	19.0	0.25	('A2', 'E5')
10	1.25	19.25	0.25	('C3', 'E5')
10	1.5	19.5	0.25	('F#3', 'E5')
10	1.75	19.75	0.25	('C3', 'E5')
10	2.0	20.0	0.25	('A2', 'D5')
10	2.25	20.25	0.25	('C3', 'D5')
10	2.5	20.5	0.25	('F#3',)
10	2.75	20.75	0.25	('C3',)
11	1.0	21.0	0.25	('A2',)
11	1.25	21.25	0.25	('C3',)
11	1.5	21.5	0.25	('F#3',)
11	1.75	21.75	0.25	('C3', 'D5')
11	2.0	22.0	0.25	('A2', 'D5')
11	2.25	22.25	0.25	('C3', 'D5')
11	2.5	22.5	0.25	('F#3', 'D5')
11	2.75	22.75	0.25	('C3', 'D5')
12	1.0	23.0	0.25	('B2', 'E5')
12	1.25	23.25	0.25	('D3', 'E5')
12	1.5	23.5	0.25	('G3', 'E5')
12	1.75	23.75	0.25	('D3', 'E5')
12	2.0	24.0	0.25	('B2', 'D5')
12	2.25	24.25	0.25	('D3', 'D5')
12	2.5	24.5	0.25	('G3',)
12	2.75	24.75	0.25	('D3',)
13	1.0	25.0	0.25	('B2',)
13	1.25	25.25	0.25	('D3',)
13	1.5	25.5	0.25	('G3', 'D5')
13	1.75	25.75	0.25	('D3', 'D5')
13	2.0	26.0	0.25	('B2', 'D5')
13	2.25	26.25	0.125	('D3', 'E5')
13	2.375	26.375	0.125	('D3', 'D5')
13	2.5	26.5	0.25	('G3', 'C5')
13	2.75	26.75	0.25	('D3', 'B4')
14	1.0	27.0	0.25	('C3', 'B4')
14	1.25	27.25	0.25	('E3', 'B4')
14	1.5	27.5	0.25	('A3', 'A4')
14	1.75	27.75	0.25	('E3', 'A4')
14	2.0	28.0	0.25	('C#3', 'A4')
14	2.25	28.25	0.25	('E3', 'A4')
14	2.5	28.5	0.25	('A3', 'G4')
14	2.75	28.75	0.25	('E3', 'G4')
15	1.0	29.0	0.25	('D3', 'F#4', 'G4', 'A4')
15	1.25	29.25	0.25	('F#3', 'G4')
15	1.5	29.5	0.25	('A3', 'F#4')
15	1.75	29.75	0.25	('F#3', 'F#4')
15	2.0	30.0	0.25	('D3', 'F#4')
15	2.25	30.25	0.25	('F#3', 'F#4')
15	2.5	30.5	0.25	('B3', 'D5')
15	2.75	30.75	0.25	('F#3', 'D5')
16	1.0	31.0	0.25	('E3', 'D5')
16	1.25	31.25	0.25	('G3', 'D5')
16	1.5	31.5	0.25	('B3', 'C#5')
16	1.75	31.75	0.25	('G3', 'C#5')
16	2.0	32.0	0.25	('E3', 'C#5')
16	2.25	32.25	0.25	('G3', 'C#5')
16	2.5	32.5	0.25	('C#4', 'B4')
16	2.75	32.75	0.25	('G3', 'B4')
17	1.0	33.0	0.25	('F#3', 'A4', 'B4', 'C#5')
17	1.25	33.25	0.25	('A3', 'B4')
17	1.5	33.5	0.25	('C#4', 'A4')
17	1.75	33.75	0.25	('A3', 'A4')
17	2.0	34.0	0.25	('F#3', 'A4')
17	2.25	34.25	0.25	('A3', 'A4')
17	2.5	34.5	0.25	('D4', 'F#5')
17	2.75	34.75	0.25	('A3', 'F#5')
18	1.0	35.0	0.25	('G3', 'F#5')
18	1.25	35.25	0.25	('B3', 'F#5')
18	1.5	35.5	0.25	('E4', 'E5')
18	1.75	35.75	0.25	('B3', 'E5')
18	2.0	36.0	0.25	('G#3', 'E5')
18	2.25	36.25	0.25	('B3', 'E5')
18	2.5	36.5	0.25	('E4', 'D5')
18	2.75	36.75	0.25	('B3', 'D5')
19	1.0	37.0	0.25	('A3', 'D5')
19	1.25	37.25	0.25	('E4', 'D5')
19	1.5	37.5	0.25	('A4', 'C#5')
19	1.75	37.75	0.25	('E4', 'C#5')
19	2.0	38.0	0.25	('A3', 'C#5')
19	2.25	38.25	0.25	('D4', 'C#5')
19	2.5	38.5	0.25	('G#4', 'B4')
19	2.75	38.75	0.25	('D4', 'B4')
20	1.0	39.0	0.25	('A3', 'B4')
20	1.25	39.25	0.25	('C#4', 'B4')
20	1.5	39.5	0.25	('E4', 'A4')
20	1.75	39.75	0.25	('C#4', 'A4')
20	2.0	40.0	1/6	('A3',)
20	13/6	241/6	1/12	('A3', 'D5')
20	2.25	40.25	1/12	('E4', 'D5')
20	7/3	121/3	1/6	('E4', 'E5')
20	2.5	40.5	1/6	('G#4', 'F#5')
20	8/3	122/3	1/12	('G#4', 'E5')
20	2.75	40.75	1/12	('E4', 'E5')
20	17/6	245/6	1/6	('E4', 'D5')
21	1.0	41.0	0.25	('A3', 'D5')
21	1.25	41.25	0.25	('E4', 'D5')
21	1.5	41.5	0.25	('A4', 'C#5')
21	1.75	41.75	0.25	('E4', 'C#5')
21	2.0	42.0	1/6	('A3',)
21	13/6	253/6	1/12	('A3', 'B4')
21	2.25	42.25	1/12	('D4', 'B4')
21	7/3	127/3	1/6	('D4', 'C#5')
21	2.5	42.5	1/6	('G#4', 'D5')
21	8/3	128/3	1/12	('G#4', 'C#5')
21	2.75	42.75	1/12	('D4', 'C#5')
