measure_number	beat	offset	duration	notes
1	1.0	0.0	0.5	('G3', 'B3', 'G4', 'G5')
1	1.5	0.5	0.5	('D4', 'G4', 'G5')
1	2.0	1.0	0.5	('G3', 'B3', 'B4', 'B5')
1	2.5	1.5	0.5	('D4', 'B4', 'B5')
1	3.0	2.0	0.5	('G3', 'B3', 'G4', 'G5')
1	3.5	2.5	0.5	('D4', 'G4', 'G5')
2	1.0	3.0	0.5	('G3', 'B3', 'D5', 'D6')
2	1.5	3.5	0.5	('D4', 'D5', 'D6')
2	2.0	4.0	0.5	('G3', 'B3', 'D5', 'D6')
2	2.5	4.5	0.5	('D4', 'D5', 'D6')
2	3.0	5.0	0.5	('G3', 'B3', 'C6')
2	3.5	5.5	0.5	('D4', 'B5')
3	1.0	6.0	0.5	('G3', 'B3', 'A5')
3	1.5	6.5	0.5	('D4', 'G5')
3	2.0	7.0	0.5	('G3', 'B3', 'F#5')
3	2.5	7.5	0.5	('D4', 'G5')
3	3.0	8.0	0.5	('G3', 'B3', 'B5')
3	3.5	8.5	0.5	('D4', 'G5')
4	1.0	9.0	0.5	('G3', 'C4', 'F#5')
4	1.5	9.5	0.5	('E4', 'F#5')
4	2.0	10.0	0.5	('G3', 'C4', 'E5')
4	2.5	10.5	0.5	('E4', 'E5')
4	3.0	11.0	0.5	('G3', 'C4', 'D5')
4	3.5	11.5	0.5	('E4', 'C5')
5	1.0	12.0	0.5	('G3', 'C4', 'B4')
5	1.5	12.5	0.5	('E4', 'A4')
5	2.0	13.0	0.5	('G3', 'C4', 'G#4')
5	2.5	13.5	0.5	('E4', 'A4')
5	3.0	14.0	0.5	('G3', 'A3', 'C4', 'C5')
5	3.5	14.5	0.5	('D4', 'A4')
6	1.0	15.0	0.5	('G3', 'A3', 'C4', 'F#4')
6	1.5	15.5	0.5	('D4', 'F#4')
6	2.0	16.0	0.5	('G3', 'A3', 'C4', 'F#4')
6	2.5	16.5	0.5	('D4', 'F#4')
6	3.0	17.0	0.5	('G3', 'A3', 'C4', 'A4')
6	3.5	17.5	0.5	('D4', 'A4')
7	1.0	18.0	0.5	('G3', 'A3', 'C4', 'C5')
7	1.5	18.5	0.5	('D4', 'C5')
7	2.0	19.0	0.5	('G3', 'A3', 'C4', 'A4')
7	2.5	19.5	0.5	('D4', 'A4')
7	3.0	20.0	0.5	('G3', 'A3', 'C4', 'F#4')
7	3.5	20.5	0.5	('D4', 'F#4')
8	1.0	21.0	0.5	('G3', 'B3', 'G4')
8	1.5	21.5	0.5	('G3', 'B3', 'D4')
8	2.0	22.0	0.5	('G3', 'B3', 'C#4')
8	2.5	22.5	0.5	('G3', 'B3', 'D4')
8	3.0	23.0	0.5	('G3', 'B3', 'F#4')
8	3.5	23.5	0.5	('G3', 'B3', 'G4')
9	1.0	24.0	0.5	('F#2', 'D3', 'F#3', 'G4')
9	1.5	24.5	0.5	('F#2', 'D3', 'F#3', 'D4')
9	2.0	25.0	0.5	('F#2', 'D3', 'F#3', 'C#4')
9	2.5	25.5	0.5	('F#2', 'D3', 'F#3', 'D4')
9	3.0	26.0	0.5	('F#2', 'D3', 'F#3', 'G4')
9	3.5	26.5	0.5	('F#2', 'D3', 'F#3', 'A4')
10	1.0	27.0	0.5	('G2', 'D3', 'G3', 'B4')
10	1.5	27.5	0.5	('G2', 'D3', 'G3', 'G4')
10	2.0	28.0	0.5	('G2', 'D3', 'G3', 'F#4')
10	2.5	28.5	0.5	('G2', 'D3', 'G3', 'G4')
10	3.0	29.0	0.5	('A2', 'A3', 'C5')
10	3.5	29.5	0.5	('B2', 'B3', 'D5')
11	1.0	30.0	0.5	('C3', 'C4', 'E5')
11	1.5	30.5	0.5	('C3', 'C4', 'D5')
11	2.0	31.0	0.5	('C3', 'C4', 'C5')
11	2.5	31.5	0.5	('C3', 'C4', 'B4')
11	3.0	32.0	0.5	('C#3', 'C#4', 'A4')
11	3.5	32.5	0.5	('C#3', 'C#4', 'G4')
12	1.0	33.0	0.5	('D3', 'D4', 'F#4')
12	1.5	33.5	0.5	('D3', 'F#4')
12	2.0	34.0	0.5	('F#3',)
12	2.5	34.5	0.5	('A3', 'D4')
12	3.0	35.0	0.5	('F#4',)
12	3.5	35.5	0.5	('A4',)
13	1.0	36.0	0.5	('D5',)
13	1.5	36.5	0.5	('F#4',)
13	2.0	37.0	0.5	('A4',)
13	2.5	37.5	0.5	('D5',)
13	3.0	38.0	0.5	('F#5',)
13	3.5	38.5	0.5	('A4',)
14	1.0	39.0	0.5	('D5',)
14	1.5	39.5	0.5	('F#5',)
14	2.0	40.0	0.5	('A5',)
14	2.5	40.5	0.5	('D5',)
14	3.0	41.0	0.5	('F#5',)
14	3.5	41.5	0.5	('A5',)
15	1.0	42.0	0.5	('D6',)
15	1.5	42.5	0.5	('F#5',)
15	2.0	43.0	0.5	('A5',)
15	2.5	43.5	0.5	('D6',)
15	3.0	44.0	0.5	('F#6',)
15	3.5	44.5	0.5	('E6',)
16	1.0	45.0	0.5	('B2', 'D6')
16	1.5	45.5	0.5	('D3', 'D6')
16	2.0	46.0	0.5	('F#3',)
16	2.5	46.5	0.5	('B3', 'D4')
16	3.0	47.0	0.5	('F#4',)
16	3.5	47.5	0.5	('B4',)
17	1.0	48.0	0.5	('D5',)
17	1.5	48.5	0.5	('F#4',)
17	2.0	49.0	0.5	('B4',)
17	2.5	49.5	0.5	('D5',)
17	3.0	50.0	0.5	('F#5',)
17	3.5	50.5	0.5	('B4',)
18	1.0	51.0	0.5	('D5',)
18	1.5	51.5	0.5	('F#5',)
18	2.0	52.0	0.5	('B5',)
18	2.5	52.5	0.5	('D5',)
18	3.0	53.0	0.5	('F#5',)
18	3.5	53.5	0.5	('B5',)
19	1.0	54.0	0.5	('D6',)
19	1.5	54.5	0.5	('F#5',)
19	2.0	55.0	0.5	('B5',)
19	2.5	55.5	0.5	('D6',)
19	3.0	56.0	0.5	('F#6',)
19	3.5	56.5	0.5	('E6',)
20	1.0	57.0	0.5	('G#2', 'D6')
20	1.5	57.5	0.5	('B2', 'D6')
20	2.0	58.0	0.5	('D3',)
20	2.5	58.5	0.5	('E3', 'D4')
20	3.0	59.0	0.5	('G#3', 'E4')
20	3.5	59.5	0.5	('G#3', 'G#4')
21	1.0	60.0	0.5	('B4',)
21	1.5	60.5	0.5	('E4',)
21	2.0	61.0	0.5	('G#4',)
21	2.5	61.5	0.5	('B4',)
21	3.0	62.0	0.5	('D5',)
21	3.5	62.5	0.5	('G#4',)
22	1.0	63.0	0.5	('B4',)
22	1.5	63.5	0.5	('D5',)
22	2.0	64.0	0.5	('G#5',)
22	2.5	64.5	0.5	('B4',)
22	3.0	65.0	0.5	('D5',)
22	3.5	65.5	0.5	('G#5',)
23	1.0	66.0	0.5	('B5',)
23	1.5	66.5	0.5	('G#5',)
23	2.0	67.0	0.5	('G#3', 'B3', 'E5')
23	2.5	67.5	0.5	('G#3', 'B3', 'F#5')
23	3.0	68.0	0.5	('G#3', 'B3', 'D4', 'E5')
23	3.5	68.5	0.5	('G#3', 'B3', 'D4', 'F#5')
24	1.0	69.0	0.5	('A3', 'C#4', 'C#5', 'E5')
24	1.5	69.5	0.5	('A3', 'D4', 'C#5', 'E5')
