measure_number	beat	offset	duration	notes
0	2.5	0.0	0.5	('D4',)
1	1.0	0.5	0.5	('B-4',)
1	1.5	1.0	0.5	('B-3', 'D4', 'G4')
1	2.0	1.5	0.5	('A3', 'C4', 'F#4')
1	2.5	2.0	0.5	('G3', 'B-3', 'G4')
2	1.0	2.5	0.5	('F#3', 'A3', 'D4', 'C5')
2	1.5	3.0	0.5	('D3', 'F#3', 'D4', 'C5')
2	2.0	3.5	0.5	('E3', 'G3', 'D4', 'C5')
2	2.5	4.0	0.5	('F#3', 'A3', 'D4', 'C5')
3	1.0	4.5	0.5	('G3', 'B-3', 'B-4')
3	1.5	5.0	0.5	('B-3', 'D4', 'G4')
3	2.0	5.5	0.5	('A3', 'C4', 'F#4')
3	2.5	6.0	0.5	('G3', 'B-3', 'G4')
4	1.0	6.5	0.5	('C3', 'G4', 'E-5')
4	1.5	7.0	0.5	('E-3', 'G4', 'E-5')
4	2.0	7.5	0.5	('G3', 'G4', 'E-5')
4	2.5	8.0	0.5	('C4', 'G4', 'E-5')
5	1.0	8.5	0.5	('B-3', 'D5')
5	1.5	9.0	0.5	('B-3', 'F#5')
5	2.0	9.5	0.5	('G5',)
5	2.5	10.0	0.5	('B-3', 'D4', 'D5')
6	1.0	10.5	0.5	('F#3', 'D4', 'C5')
6	1.5	11.0	0.5	('F#3', 'D4', 'G#5')
6	2.0	11.5	0.5	('A5',)
6	2.5	12.0	0.5	('F#3', 'D4', 'C5')
7	1.0	12.5	0.5	('G3', 'D4', 'B-4')
7	1.5	13.0	0.5	('G3', 'D4', 'G5')
7	2.0	13.5	0.5	('C3', 'C4', 'A4')
7	2.5	14.0	0.5	('C3', 'C4', 'E-5')
8	1.0	14.5	0.75	('D3', 'B-3', 'G4')
8	1.75	15.25	0.125	('D3', 'B-3', 'A4')
8	1.875	15.375	0.125	('D3', 'B-3', 'G4')
8	2.0	15.5	0.5	('D3', 'A3', 'F#4')
8	2.5	16.0	0.5	('D4',)
9	1.0	16.5	0.5	('B-4',)
9	1.5	17.0	0.5	('B-3', 'D4', 'G4')
9	2.0	17.5	0.5	('A3', 'C4', 'F#4')
9	2.5	18.0	0.5	('G3', 'B-3', 'G4')
10	1.0	18.5	0.5	('F#3', 'A3', 'D4', 'C5')
10	1.5	19.0	0.5	('D3', 'F#3', 'D4', 'C5')
10	2.0	19.5	0.5	('E3', 'G3', 'D4', 'C5')
10	2.5	20.0	0.5	('F#3', 'A3', 'D4', 'C5')
11	1.0	20.5	0.5	('G3', 'B-3', 'B-4')
11	1.5	21.0	0.5	('B-3', 'D4', 'G4')
11	2.0	21.5	0.5	('A3', 'C4', 'F#4')
11	2.5	22.0	0.5	('G3', 'B-3', 'G4')
12	1.0	22.5	0.5	('C3', 'E-5')
12	1.5	23.0	0.5	('C3', 'E-3', 'E-5')
12	2.0	23.5	0.5	('C3', 'G3', 'E-5')
12	2.5	24.0	0.5	('C3', 'A3', 'E-5')
13	1.0	24.5	0.25	('D3', 'B-3', 'E-5')
13	1.25	24.75	0.25	('D3', 'B-3', 'D5')
13	1.5	25.0	0.25	('D3', 'B-3', 'F5')
13	1.75	25.25	0.25	('D3', 'B-3', 'E5')
13	2.0	25.5	0.25	('G5',)
13	2.25	25.75	0.25	('F5',)
13	2.5	26.0	0.25	('D3', 'F3', 'E-5')
13	2.75	26.25	0.25	('D3', 'F3', 'D5')
14	1.0	26.5	0.5	('E-3', 'G3', 'C5', 'D5', 'E-5')
14	1.5	27.0	0.5	('E-3', 'C4', 'C5')
14	2.0	27.5	0.5	('E3', 'G3', 'B4', 'C5', 'D5')
14	2.5	28.0	0.5	('E3', 'C4', 'B-4')
15	1.0	28.5	0.25	('F3', 'C4', 'A4', 'B-4', 'C5')
15	1.25	28.75	0.25	('F3', 'C4', 'A4')
15	1.5	29.0	0.25	('F3', 'C4', 'G4')
15	1.75	29.25	0.25	('F3', 'C4', 'F4')
15	2.0	29.5	0.25	('E4',)
15	2.25	29.75	0.25	('F4',)
15	2.5	30.0	0.25	('G4',)
15	2.75	30.25	0.25	('F4',)
16	1.0	30.5	0.25	('A3', 'E-5')
16	1.25	30.75	0.25	('F4', 'E-5')
16	1.5	31.0	0.25	('C4', 'A4')
16	1.75	31.25	0.25	('F4', 'A4')
16	2.0	31.5	0.25	('E-4', 'A4')
16	2.25	31.75	0.25	('F4', 'A4')
16	2.5	32.0	0.25	('C4', 'A4')
16	2.75	32.25	0.25	('F4', 'A4')
17	1.0	32.5	0.25	('D4', 'B-4')
17	1.25	32.75	0.25	('F4', 'B-4')
17	1.5	33.0	0.25	('B-3', 'B-4')
17	1.75	33.25	0.25	('F4', 'D5')
17	2.0	33.5	0.25	('D4', 'F5')
17	2.25	33.75	0.25	('F4', 'F5')
17	2.5	34.0	0.25	('B-3', 'F5')
17	2.75	34.25	0.25	('F4', 'F5')
18	1.0	34.5	0.25	('A3', 'E-6')
18	1.25	34.75	0.25	('F4', 'E-6')
18	1.5	35.0	0.25	('C4', 'A5')
18	1.75	35.25	0.25	('F4', 'A5')
18	2.0	35.5	0.25	('E-4', 'A5')
18	2.25	35.75	0.25	('F4', 'A5')
18	2.5	36.0	0.25	('C4', 'A5')
18	2.75	36.25	0.25	('F4', 'A5')
19	1.0	36.5	0.25	('D4', 'B-5')
19	1.25	36.75	0.25	('F4', 'B-5')
19	1.5	37.0	0.25	('B-3', 'B-5')
19	1.75	37.25	0.25	('F4', 'D6')
19	2.0	37.5	0.25	('D4', 'F6')
19	2.25	37.75	0.25	('F4', 'F6')
19	2.5	38.0	0.25	('B-3', 'F4')
19	2.75	38.25	0.25	('F4',)
20	1.0	38.5	0.25	('A3', 'E-5')
20	1.25	38.75	0.25	('F4', 'E-5')
20	1.5	39.0	0.25	('C4', 'A4')
20	1.75	39.25	0.25	('F4', 'A4')
20	2.0	39.5	0.25	('E-4', 'A4')
20	2.25	39.75	0.25	('F4', 'A4')
20	2.5	40.0	0.25	('C4', 'A4')
20	2.75	40.25	0.25	('F4', 'A4')
21	1.0	40.5	0.25	('D4', 'B-4')
21	1.25	40.75	0.25	('F4', 'B-4')
21	1.5	41.0	0.25	('B-3', 'B-4')
21	1.75	41.25	0.25	('F4', 'C5')
21	2.0	41.5	0.25	('A-3', 'D5')
21	2.25	41.75	0.25	('F4', 'B-4')
21	2.5	42.0	0.25	('B-3', 'C5')
21	2.75	42.25	0.25	('F4', 'D5')
22	1.0	42.5	0.25	('G3', 'E-5')
22	1.25	42.75	0.25	('E-4', 'E-5')
22	1.5	43.0	0.25	('B-3', 'E-5')
22	1.75	43.25	0.25	('E-4', 'F5')
22	2.0	43.5	0.25	('E-3', 'G5')
22	2.25	43.75	0.25	('E-4', 'A5')
22	2.5	44.0	0.25	('B-3', 'B-5')
22	2.75	44.25	0.25	('E-4', 'G5')
23	1.0	44.5	0.25	('F3', 'E5')
23	1.25	44.75	0.25	('D4', 'F5')
23	1.5	45.0	0.25	('B-3', 'G5')
23	1.75	45.25	0.25	('D4', 'F5')
23	2.0	45.5	0.25	('F3', 'F5')
23	2.25	45.75	0.25	('E-4', 'E-5')
23	2.5	46.0	0.25	('A3', 'D5')
23	2.75	46.25	0.25	('E-4', 'C5')
24	1.0	46.5	0.25	('B-3', 'D4', 'C#5')
24	1.25	46.75	0.25	('B-3', 'D4', 'D5')
24	1.5	47.0	0.25	('B-3', 'D4', 'E-5')
24	1.75	47.25	0.25	('B-3', 'D4', 'D5')
24	2.0	47.5	0.25	('F5',)
24	2.25	47.75	0.25	('E-5',)
24	2.5	48.0	0.25	('D5',)
24	2.75	48.25	0.25	('C5',)
25	1.0	48.5	0.25	('D4', 'B-4')
25	1.25	48.75	0.25	('F4', 'B-4')
25	1.5	49.0	0.25	('B-3', 'B-4')
25	1.75	49.25	0.25	('F4', 'C5')
25	2.0	49.5	0.25	('A-3', 'D5')
25	2.25	49.75	0.25	('F4', 'B-4')
25	2.5	50.0	0.25	('B-3', 'C5')
25	2.75	50.25	0.25	('F4', 'D5')
26	1.0	50.5	0.25	('G3', 'E-5')
26	1.25	50.75	0.25	('E-4', 'F5')
26	1.5	51.0	0.25	('B-3', 'G5')
26	1.75	51.25	0.25	('E-4', 'A5')
26	2.0	51.5	0.25	('E-3', 'C6')
26	2.25	51.75	0.25	('E-4', 'B-5')
26	2.5	52.0	0.25	('B-3', 'A5')
26	2.75	52.25	0.25	('E-4', 'G5')
27	1.0	52.5	0.25	('D3', 'G5')
27	1.25	52.75	0.25	('D4', 'F5')
27	1.5	53.0	0.25	('B-3', 'E5')
27	1.75	53.25	0.25	('D4', 'F5')
27	2.0	53.5	0.25	('E-3', 'A5')
27	2.25	53.75	0.25	('C4', 'G5')
27	2.5	54.0	0.25	('G3', 'F5')
27	2.75	54.25	0.25	('C4', 'E-5')
28	1.0	54.5	0.25	('F3', 'E-5')
28	1.25	54.75	0.25	('D4', 'D5')
28	1.5	55.0	0.25	('B-3', 'C#5')
28	1.75	55.25	0.25	('D4', 'D5')
28	2.0	55.5	0.25	('F3', 'F5')
28	2.25	55.75	0.25	('E-4', 'E-5')
28	2.5	56.0	0.25	('A3', 'D5')
28	2.75	56.25	0.25	('E-4', 'C5')
29	1.0	56.5	0.25	('B-3', 'D4', 'B-4')
29	1.25	56.75	0.25	('F4', 'B-4')
29	1.5	57.0	0.25	('E4', 'B-4')
29	1.75	57.25	0.25	('F4', 'B-4')
29	2.0	57.5	0.25	('G4',)
29	2.25	57.75	0.25	('F4',)
29	2.5	58.0	0.25	('E-4', 'C5')
29	2.75	58.25	0.25	('D4', 'D5')
30	1.0	58.5	0.25	('C4', 'E-5')
30	1.25	58.75	0.25	('F4', 'E-5')
30	1.5	59.0	0.25	('E-4', 'A4')
30	1.75	59.25	0.25	('F4', 'A4')
