measure_number	beat	offset	duration	notes
1	1.0	0.0	2.0	('C#2', 'E2', 'A2', 'C#3', 'E3', 'A3')
1	2.0	2.0	1.0	('C#2', 'E2', 'A2', 'C#3', 'E3', 'A3', 'C#4')
1	2.5	3.0	1.0	('C#2', 'E2', 'A2', 'C#3', 'E3', 'A3', 'E4')
2	1.0	4.0	3.0	('C#2', 'E2', 'A2', 'A4')
2	2.5	7.0	0.5	('C#3', 'A3', 'A4')
2	2.75	7.5	0.5	('C#3', 'A3', 'G4')
3	1.0	8.0	0.5	('D3', 'A3', 'G4')
3	1.25	8.5	0.5	('D3', 'A3', 'F4')
3	1.5	9.0	0.5	('E3', 'A3', 'F4')
3	1.75	9.5	0.5	('E3', 'A3', 'E4')
3	2.0	10.0	0.5	('F3', 'A3', 'E4')
3	2.25	10.5	0.5	('F3', 'A3', 'D4')
3	2.5	11.0	0.5	('C#3', 'A3', 'A4')
3	2.75	11.5	0.5	('C#3', 'A3', 'G4')
4	1.0	12.0	0.5	('D3', 'A3', 'G4')
4	1.25	12.5	0.5	('D3', 'A3', 'F4')
4	1.5	13.0	0.5	('E3', 'A3', 'F4')
4	1.75	13.5	0.5	('E3', 'A3', 'E4')
4	2.0	14.0	0.5	('F3', 'A3', 'E4')
4	2.25	14.5	0.5	('F3', 'A3', 'D4')
4	2.5	15.0	0.5	('F#3', 'D4', 'D5')
4	2.75	15.5	0.5	('F#3', 'D4', 'C5')
5	1.0	16.0	0.5	('G3', 'D4', 'C5')
5	1.25	16.5	0.5	('G3', 'D4', 'B-4')
5	1.5	17.0	0.5	('A3', 'D4', 'B-4')
5	1.75	17.5	0.5	('A3', 'D4', 'A4')
5	2.0	18.0	0.5	('B-3', 'D4', 'A4')
5	2.25	18.5	0.5	('B-3', 'D4', 'G4')
5	2.5	19.0	0.5	('B-3', 'D4', 'G4')
5	2.75	19.5	0.5	('B-3', 'D4', 'G#4')
6	1.0	20.0	0.5	('A3', 'D4', 'F4', 'G#4')
6	1.25	20.5	0.25	('A3', 'D4', 'F4', 'G#4', 'A4')
6	1.375	20.75	0.25	('A3', 'D4', 'F4', 'G#4')
6	1.5	21.0	0.25	('A3', 'D4', 'F4', 'F#4', 'G#4')
