measure_number	beat	offset	duration	notes
0	3.0	0.0	0.5	('E2', 'E3', 'G3', 'B3', 'E4', 'G4')
1	1.0	1.0	1.5	('E2', 'E3', 'G3', 'B3', 'E4', 'G4')
1	2.5	2.5	0.5	('E2', 'E3', 'G3', 'B3', 'E4', 'F#4')
1	3.0	3.0	0.5	('E2', 'E3', 'G3', 'E4')
2	1.0	4.0	0.5	('D2', 'D3', 'A3', 'F#4', 'A4')
2	3.0	6.0	1.0	('D4', 'F#4', 'A4')
3	1.0	7.0	1.5	('C4', 'D4', 'F#4', 'A4')
3	2.5	8.5	0.5	('B3', 'D4', 'G4')
3	3.0	9.0	1.0	('A3', 'C4', 'F#4', 'A4')
4	1.0	10.0	1.0	('G3', 'B3', 'G4', 'B4')
4	3.0	12.0	0.5	('G2', 'G3', 'B3', 'D4', 'G4', 'B4')
5	1.0	13.0	1.5	('G2', 'G3', 'B3', 'D4', 'G4', 'B4')
5	2.5	14.5	0.5	('G2', 'G3', 'B3', 'D4', 'G4', 'A4')
5	3.0	15.0	0.5	('G1', 'G2', 'B3', 'G4')
6	1.0	16.0	0.5	('F#1', 'F#2', 'C#4', 'A#4', 'C#5')
6	3.0	18.0	1.0	('F#4', 'A#4', 'C#5')
7	1.0	19.0	1.5	('E4', 'F#4', 'A#4', 'C#5')
7	2.5	20.5	0.5	('D4', 'F#4', 'B4')
7	3.0	21.0	1.0	('C#4', 'E4', 'A#4', 'C#5')
8	1.0	22.0	1.0	('B3', 'D4', 'B4', 'D5')
8	3.0	24.0	1.0	('D5',)
9	1.0	25.0	1.0	('A3', 'E4', 'G4', 'D5')
9	2.0	26.0	1.0	('A3', 'E4', 'G4', 'G5')
9	3.0	27.0	1.0	('E-4', 'G4', 'E5')
10	1.0	28.0	1.0	('D4', 'G4', 'D5')
10	2.0	29.0	1.0	('D4', 'G4', 'C5')
10	3.0	30.0	1.0	('F#4', 'C5')
11	1.0	31.0	1.0	('F#4', 'C5')
11	2.0	32.0	1.0	('F#4', 'A5')
11	3.0	33.0	1.0	('F#4', 'C5')
12	1.0	34.0	1.0	('G4', 'C5')
12	2.0	35.0	1.0	('G4', 'B4')
12	3.0	36.0	1.0	('G3', 'B4')
13	1.0	37.0	1.0	('E3', 'B4')
13	2.0	38.0	1.0	('E3', 'G4')
13	3.0	39.0	1.0	('E4', 'G4')
14	1.0	40.0	1.0	('C4', 'G4')
14	2.0	41.0	1.0	('C4', 'E4')
14	3.0	42.0	1.0	('C3', 'E4')
15	1.0	43.0	1.0	('C2', 'C3', 'E4')
15	2.0	44.0	1.0	('C2', 'C3', 'G3')
15	3.0	45.0	1.0	('C2', 'C3', 'E3')
16	1.0	46.0	2.0	('B1', 'B2', 'D#3', 'B3')
16	3.0	48.0	1.0	('E5', 'E6')
17	1.0	49.0	1.5	('G2', 'E3', 'B3', 'E5', 'E6')
17	2.5	50.5	0.5	('G2', 'E3', 'B3', 'D#5', 'D#6')
17	3.0	51.0	1.0	('G2', 'E3', 'B3', 'E5', 'E6')
18	1.0	52.0	2.0	('A2', 'E3', 'C4', 'E4', 'F#4')
18	3.0	54.0	1.0	('A#2', 'E3', 'C#4', 'E4', 'F#4')
19	1.0	55.0	1.5	('B2', 'A3', 'D#4', 'F#4')
19	2.5	56.5	0.5	('B2', 'A3', 'D#4', 'G4')
19	3.0	57.0	0.5	('B2', 'A3', 'D#4', 'A4')
19	3.5	57.5	0.5	('B2', 'A3', 'D#4', 'G4')
20	1.0	58.0	1.0	('C3', 'G3', 'F#4')
20	2.0	59.0	1.0	('C3', 'G3', 'E4')
20	3.0	60.0	0.5	('B2', 'E5', 'E6')
20	3.5	60.5	0.5	('A2', 'E5', 'E6')
21	1.0	61.0	1.5	('G2', 'E3', 'B3', 'E5', 'E6')
21	2.5	62.5	0.5	('G2', 'E3', 'B3', 'D#5', 'D#6')
21	3.0	63.0	1.0	('G#2', 'E3', 'B3', 'E5', 'E6')
22	1.0	64.0	2.0	('A2', 'C4', 'E4', 'F#4')
22	3.0	66.0	1.0	('A#2', 'C#4', 'E4', 'F#4')
23	1.0	67.0	1.5	('B1', 'B2', 'A3', 'D#4', 'F#4')
23	2.5	68.5	0.5	('B1', 'B2', 'A3', 'D#4', 'A4')
23	3.0	69.0	0.5	('B1', 'B2', 'A3', 'D#4', 'G4')
23	3.5	69.5	0.5	('B1', 'B2', 'A3', 'D#4', 'F#4')
24	1.0	70.0	1.0	('E2', 'E3', 'G3', 'E4')
24	3.0	72.0	1.0	('B1', 'B2', 'B3', 'B4')
25	1.0	73.0	2.0	('B1', 'B2', 'B3', 'B4')
25	3.0	75.0	1.0	('E2', 'E3', 'E4', 'E5')
26	1.0	76.0	2.0	('E2', 'E3', 'E4', 'E5')
26	3.0	78.0	1.0	('B2', 'B3', 'B4', 'B5')
27	1.0	79.0	2.0	('B2', 'B3', 'B4', 'B5')
27	3.0	81.0	1.0	('E3', 'E4', 'E5', 'E6')
28	1.0	82.0	2.0	('E3', 'E4', 'E5', 'E6')
28	3.0	84.0	0.5	('G3', 'B3', 'D4', 'F4', 'F5', 'B5', 'D6', 'F6')
29	1.0	85.0	1.5	('G3', 'B3', 'D4', 'F4', 'F5', 'B5', 'D6', 'F6')
29	2.5	86.5	0.25	('E6',)
29	2.75	86.75	0.25	('D6',)
29	3.0	87.0	0.25	('C6',)
29	3.25	87.25	0.25	('B5',)
