measure_number	beat	offset	duration	notes
1	1.0	0.0	0.5	('B4',)
1	1.5	0.5	0.5	('E3', 'G#3', 'B3', 'B4')
1	2.0	1.0	0.5	('E3', 'G#3', 'B3', 'B4')
1	2.5	1.5	0.5	('E3', 'G#3', 'B3', 'B4')
1	3.0	2.0	0.5	('E4', 'E5')
1	3.5	2.5	0.5	('E3', 'G#3', 'B3', 'E4', 'E5')
1	4.0	3.0	0.5	('E3', 'G#3', 'B3', 'E4', 'E5')
1	4.5	3.5	0.5	('E3', 'G#3', 'B3', 'E4', 'E5')
2	1.0	4.0	0.5	('C#5',)
2	1.5	4.5	0.5	('E3', 'A3', 'C#4', 'C#5')
2	2.0	5.0	0.5	('E3', 'A3', 'C#4', 'C#5')
2	2.5	5.5	0.5	('E3', 'A3', 'C#4', 'C#5')
2	3.0	6.0	0.5	('F#4', 'F#5')
2	3.5	6.5	0.5	('E3', 'A3', 'C#4', 'F#4', 'F#5')
2	4.0	7.0	0.5	('E3', 'A3', 'C#4', 'F#4', 'F#5')
2	4.5	7.5	0.5	('E3', 'A3', 'C#4', 'F#4', 'F#5')
3	1.0	8.0	0.5	('D#5',)
3	1.5	8.5	0.5	('E3', 'F#3', 'A3', 'D#4', 'D#5')
3	2.0	9.0	0.5	('E3', 'F#3', 'A3', 'D#4', 'D#5')
3	2.5	9.5	0.5	('E3', 'F#3', 'A3', 'D#4', 'D#5')
3	3.0	10.0	0.5	('B4', 'B5')
3	3.5	10.5	0.5	('E3', 'F#3', 'A3', 'D#4', 'B4', 'B5')
3	4.0	11.0	0.5	('E3', 'F#3', 'A3', 'D#4', 'B4', 'B5')
3	4.5	11.5	0.5	('E3', 'F#3', 'A3', 'D#4', 'B4', 'B5')
4	1.0	12.0	1.5	('E3', 'G#3', 'B3', 'E4', 'B5')
4	2.5	13.5	0.25	('E3', 'G#3', 'B3', 'E4', 'C#6')
4	2.75	13.75	0.25	('E3', 'G#3', 'B3', 'E4', 'D#6')
4	3.0	14.0	1.0	('E3', 'G#3', 'B3', 'E4', 'E6')
5	1.0	16.0	0.25	('G#5',)
5	1.25	16.25	0.25	('E5',)
5	1.5	16.5	0.25	('A5',)
5	1.75	16.75	0.25	('F#5',)
5	2.0	17.0	0.25	('B5',)
5	2.25	17.25	0.25	('G#5',)
5	2.5	17.5	0.25	('C#6',)
5	2.75	17.75	0.25	('A5',)
5	3.0	18.0	0.25	('G#4', 'B5')
5	3.25	18.25	0.25	('E4', 'B5')
5	3.5	18.5	0.25	('A4', 'B5')
5	3.75	18.75	0.25	('F#4', 'B5')
5	4.0	19.0	0.25	('B4',)
5	4.25	19.25	0.25	('G#4',)
5	4.5	19.5	0.25	('C#5',)
5	4.75	19.75	0.25	('A4',)
6	1.0	20.0	0.25	('G#3', 'B4')
6	1.25	20.25	0.25	('E3', 'B4')
6	1.5	20.5	0.25	('A3', 'B4')
6	1.75	20.75	0.25	('F#3', 'B4')
6	2.0	21.0	0.25	('B3',)
6	2.25	21.25	0.25	('G#3',)
6	2.5	21.5	0.25	('C#4',)
6	2.75	21.75	0.25	('A3',)
6	3.0	22.0	0.25	('G#2', 'B3')
6	3.25	22.25	0.25	('E2', 'B3')
